"CO_GRUPO","NT_GER","estado_civil","regiao","sexo","hestudos","cor_pele","renda_familiar","turno"
5902,59.5,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","Acima de 30SM","Integral"
5902,75.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5902,65.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5902,62.9,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 6 a 10 SM","Integral"
5902,63,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5902,60.2,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","De 1,5 a 3 SM","Integral"
5902,36.8,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Nao Declarado","de 6 a 10 SM","Integral"
5902,68.7,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Nao Declarado","de 10 a 30 SM","Integral"
5902,73.4,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5902,57.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Preta","Acima de 30SM","Integral"
5902,NA,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5902,60.3,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","Acima de 30SM","Integral"
5902,63.3,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5902,49.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","De 1,5 a 3 SM","Integral"
5902,62.6,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","de 10 a 30 SM","Integral"
5902,55,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5902,66.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5902,52.1,"Solteiro(a)","Centro-Oeste","Feminino","De quatro a sete","Preta","De 4,5 a 6 SM","Integral"
5902,65.2,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5902,29.5,"Solteiro(a)","Centro-Oeste","Feminino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5902,66.1,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","De 4,5 a 6 SM","Integral"
5902,75.2,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 10 a 30 SM","Integral"
5902,60.8,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Parda","de 10 a 30 SM","Integral"
5902,53.3,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","Acima de 30SM","Integral"
5902,70.6,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","De 4,5 a 6 SM","Integral"
5902,59,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Branca","de 6 a 10 SM","Integral"
5902,56.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5902,83.1,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Branca","De 4,5 a 6 SM","Integral"
5902,52.1,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Branca","de 6 a 10 SM","Integral"
5902,42.8,"Solteiro(a)","Centro-Oeste","Masculino","De quatro a sete","Parda","de 6 a 10 SM","Integral"
5902,60.2,"Solteiro(a)","Centro-Oeste","Masculino","De uma a três","Parda","De 4,5 a 6 SM","Integral"
5902,NA,"Casado(a)","Centro-Oeste","Masculino","De oito a doze","Parda","de 6 a 10 SM","Integral"
5902,52.7,"Solteiro(a)","Centro-Oeste","Masculino","Mais de doze","Branca","de 10 a 30 SM","Integral"
5902,57.7,"Solteiro(a)","Centro-Oeste","Masculino","De oito a doze","Preta","de 6 a 10 SM","Integral"
